DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 7,Arrival,International,64552
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 7,Departure,Domestic,163815
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 7,Departure,International,35741
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 8,Arrival,Domestic,161754
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 8,Arrival,International,1987
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 8,Departure,Domestic,163705
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 8,Departure,International,5502
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7122
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,454728
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,9258
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,International,363821
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,153
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Misc. Terminal,Arrival,International,33
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,148
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 1,Arrival,Domestic,382802
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 1,Departure,Domestic,381894
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,32165
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Arrival,International,196266
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,30281
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Departure,International,197428
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 3,Arrival,Domestic,170517
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 3,Departure,Domestic,173902
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 3,Departure,International,20119
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,404128
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 4,Arrival,International,13976
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,407229
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 4,Departure,International,36388
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 5,Arrival,Domestic,233920
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 5,Arrival,International,38663
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 5,Departure,Domestic,233851
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 5,Departure,International,18979
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 6,Arrival,Domestic,273651
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 6,Arrival,International,11278
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 6,Departure,Domestic,257620
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 6,Departure,International,59085
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 7,Arrival,Domestic,189804
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 7,Arrival,International,63326
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 7,Departure,Domestic,200664
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 7,Departure,International,39853
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 8,Arrival,Domestic,122063
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 8,Arrival,International,1844
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 8,Departure,Domestic,122439
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 8,Departure,International,3030
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7862
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,394858
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,9595
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,International,324443
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,506
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Misc. Terminal,Arrival,International,19
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,301
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 1,Arrival,Domestic,405600
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 1,Departure,Domestic,398069
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,32055
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Arrival,International,181946
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,31869
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Departure,International,190187
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 3,Arrival,Domestic,165918
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 3,Departure,Domestic,163832
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 3,Departure,International,21860
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,431072
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 4,Arrival,International,19912
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,420512
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 4,Departure,International,40590
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 5,Arrival,Domestic,250136
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 5,Arrival,International,33430
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 5,Departure,Domestic,253658
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 5,Departure,International,18618
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 6,Arrival,Domestic,299290
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 6,Arrival,International,19106
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 6,Departure,Domestic,256462
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 6,Departure,International,69023
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 7,Arrival,Domestic,206332
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 7,Arrival,International,51773
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 7,Departure,Domestic,217990
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 7,Departure,International,32390
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 8,Arrival,Domestic,126864
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 8,Arrival,International,1760
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 8,Departure,Domestic,127619
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 8,Departure,International,3122
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,8138
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,364573
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,6003
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,International,340936
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,28416
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Misc. Terminal,Arrival,International,11
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,27735
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 1,Arrival,Domestic,390769
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 1,Departure,Domestic,389021
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,28026
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Arrival,International,153123
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,27889
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Departure,International,162919
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 3,Arrival,Domestic,165116
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 3,Departure,Domestic,168837
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 3,Departure,International,18139
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,384563
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 4,Arrival,International,27218
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,386746
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 4,Departure,International,34754
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 5,Arrival,Domestic,253338
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 5,Arrival,International,36102
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 5,Departure,Domestic,254015
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 5,Departure,International,19562
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 6,Arrival,Domestic,262961
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 6,Arrival,International,13556
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 6,Departure,Domestic,259507
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 6,Departure,International,64003
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 7,Arrival,Domestic,191845
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 7,Arrival,International,74676
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 7,Departure,Domestic,198465
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 7,Departure,International,36482
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 8,Arrival,Domestic,118738
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 8,Arrival,International,1584
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 8,Departure,Domestic,116312
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 8,Departure,International,5393
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7016
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,325724
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7295
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,International,303817
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Imperial Terminal,Arrival,Domestic,159
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,52361
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Misc. Terminal,Arrival,International,7
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,49949
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 1,Arrival,Domestic,388094
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 1,Departure,Domestic,381086
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,30594
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Arrival,International,177712
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,31177
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Departure,International,187853
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 3,Arrival,Domestic,174198
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 3,Departure,Domestic,176627
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 3,Departure,International,19740
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,376023
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 4,Arrival,International,20730
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,375478
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 4,Departure,International,34930
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 5,Arrival,Domestic,243040
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 5,Arrival,International,39595
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 5,Departure,Domestic,232067
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 5,Departure,International,30456
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 6,Arrival,Domestic,302395
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 6,Arrival,International,18318
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 6,Departure,Domestic,304804
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 6,Departure,International,70970
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 7,Arrival,Domestic,220914
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 7,Arrival,International,81719
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 7,Departure,Domestic,245171
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 7,Departure,International,47842
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 8,Arrival,Domestic,131821
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 8,Arrival,International,2257
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 8,Departure,Domestic,131603
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 8,Departure,International,2489
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7670
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,352209
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,8553
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Tom Bradley International Terminal,Departure,International,327902
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Imperial Terminal,Departure,Domestic,156
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,48203
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,1312
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,49832
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,1143
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,355100
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,351079
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,24240
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Arrival,International,182376
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,23827
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Departure,International,178307
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,153966
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,155626
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 3,Departure,International,23202
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,366058
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 4,Arrival,International,16936
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,355055
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 4,Departure,International,31105
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,240142
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 5,Arrival,International,35950
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,235382
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 5,Departure,International,13734
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,283282
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 6,Arrival,International,62979
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,278454
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 6,Departure,International,74697
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,208559
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 7,Arrival,International,50677
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,232884
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 7,Departure,International,45756
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,127860
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3522
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,128687
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 8,Departure,International,2949
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,7124
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,367132
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5578
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,327865
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,68050
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,445
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,66501
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,270
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,329094
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,326986
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,27158
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Arrival,International,150854
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,27743
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Departure,International,155971
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,139917
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,141864
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 3,Departure,International,15834
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,302438
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 4,Arrival,International,14138
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,300494
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 4,Departure,International,20689
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,207561
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 5,Arrival,International,28471
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,202215
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 5,Departure,International,15704
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,259567
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 6,Arrival,International,55198
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,255800
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 6,Departure,International,65321
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,188383
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 7,Arrival,International,42337
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,210580
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 7,Departure,International,40194
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,116332
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3432
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,121349
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 8,Departure,International,3323
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5147
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,291436
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4518
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,276977
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Imperial Terminal,Arrival,Domestic,116
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,80265
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,79611
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,419621
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,422985
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,28602
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Arrival,International,172925
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,28779
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Departure,International,170885
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 3,Arrival,Domestic,177304
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 3,Departure,Domestic,180480
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 3,Departure,International,16888
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,361156
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 4,Arrival,International,5228
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,369653
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 4,Departure,International,37029
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 5,Arrival,Domestic,276472
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 5,Arrival,International,41176
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 5,Departure,Domestic,281710
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 5,Departure,International,21249
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 6,Arrival,Domestic,327752
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 6,Arrival,International,57080
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 6,Departure,Domestic,321763
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 6,Departure,International,75045
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 7,Arrival,Domestic,257831
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 7,Arrival,International,55586
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 7,Departure,Domestic,295073
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 7,Departure,International,51824
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 8,Arrival,Domestic,106319
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 8,Arrival,International,3679
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 8,Departure,Domestic,107813
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 8,Departure,International,3845
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5987
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,377874
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,7619
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Tom Bradley International Terminal,Departure,International,318299
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,76108
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,1061
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,74560
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,805
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 1,Arrival,Domestic,394326
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 1,Departure,Domestic,395739
