DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,95
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,451580
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,451414
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 1,Departure,International,313
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,120143
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Arrival,International,168448
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,120682
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 2,Departure,International,175833
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,203837
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Arrival,International,17105
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,206619
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 3,Departure,International,52106
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,427481
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Arrival,International,83465
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,448681
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 4,Departure,International,49566
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,211556
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Arrival,International,39625
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,211624
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 5,Departure,International,50295
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,276318
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Arrival,International,793
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,278880
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 6,Departure,International,4914
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,279531
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Arrival,International,30115
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,279060
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 7,Departure,International,47294
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,109063
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5240
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,109648
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Terminal 8,Departure,International,5357
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,473007
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,401183
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,586
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,586
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Misc. Terminal,Departure,International,82
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,439991
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,455113
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 1,Departure,International,395
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,108212
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Arrival,International,172603
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,110858
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 2,Departure,International,183341
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,198749
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Arrival,International,19226
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,202388
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 3,Departure,International,53162
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,425460
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Arrival,International,80516
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,428699
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 4,Departure,International,48296
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,221661
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Arrival,International,34062
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,204878
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 5,Departure,International,42209
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,281172
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Arrival,International,525
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,288293
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 6,Departure,International,4572
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,267209
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Arrival,International,29158
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,275366
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 7,Departure,International,47662
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,104857
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5745
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,108843
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Terminal 8,Departure,International,5721
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,483348
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,381741
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,352
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Misc. Terminal,Arrival,International,3
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,360
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,366410
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,360314
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,91946
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Arrival,International,146495
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,90164
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 2,Departure,International,159584
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,106207
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Arrival,International,14739
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,98836
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 3,Departure,International,40076
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,347854
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Arrival,International,54113
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,345080
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 4,Departure,International,43019
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,141771
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Arrival,International,16926
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,142157
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 5,Departure,International,25441
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,235662
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Arrival,International,189
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,236130
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 6,Departure,International,4516
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,219727
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Arrival,International,18533
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,213569
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 7,Departure,International,31367
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,98592
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4611
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,97485
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Terminal 8,Departure,International,4807
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,380953
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,327056
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,101
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,43
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,398712
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,398688
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,95757
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 2,Arrival,International,144776
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,94651
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 2,Departure,International,160306
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,97968
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 3,Arrival,International,13630
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,90660
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 3,Departure,International,41820
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,360943
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 4,Arrival,International,30893
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,358346
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 4,Departure,International,45408
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,159116
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 5,Arrival,International,15241
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,161437
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 5,Departure,International,26298
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,253986
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,252493
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 6,Departure,International,4611
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,235803
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 7,Arrival,International,20545
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,229758
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 7,Departure,International,33794
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,105202
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4963
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,103606
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Terminal 8,Departure,International,4903
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,6301
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,381995
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5096
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,343448
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,320
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Misc. Terminal,Arrival,International,39
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,333
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Misc. Terminal,Departure,International,31
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,359066
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,361101
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,87597
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 2,Arrival,International,128014
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,89389
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 2,Departure,International,146115
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,90494
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 3,Arrival,International,13239
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,86254
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 3,Departure,International,49672
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,335043
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 4,Arrival,International,45093
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,340434
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 4,Departure,International,48354
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,158332
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 5,Arrival,International,12190
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,160763
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 5,Departure,International,24401
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,219532
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 6,Arrival,International,426
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,224958
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 6,Departure,International,4639
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,205783
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 7,Arrival,International,15503
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,201359
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 7,Departure,International,26085
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,92965
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 8,Arrival,International,3129
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,91481
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Terminal 8,Departure,International,2898
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,4960
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,353237
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4591
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,288548
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,642
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,89
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,394635
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,391340
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,100614
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 2,Arrival,International,142034
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,101793
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 2,Departure,International,155630
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,150150
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 3,Arrival,International,15045
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,144365
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 3,Departure,International,52469
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,335512
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 4,Arrival,International,34976
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,362857
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 4,Departure,International,34635
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,165383
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 5,Arrival,International,15209
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,174597
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 5,Departure,International,35486
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,205460
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 6,Arrival,International,219
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,201362
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 6,Departure,International,4755
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,223868
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 7,Arrival,International,17956
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,223948
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 7,Departure,International,32016
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,98255
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4147
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,95569
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Terminal 8,Departure,International,3939
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5051
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,391091
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5794
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,336697
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,159
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,6
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,946
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,346898
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,345208
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,86725
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 2,Arrival,International,139317
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,84116
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 2,Departure,International,147354
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,127674
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 3,Arrival,International,15169
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,126771
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 3,Departure,International,46668
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,341683
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 4,Arrival,International,33540
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,334931
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 4,Departure,International,38005
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,150929
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 5,Arrival,International,13024
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,148103
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 5,Departure,International,25624
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,169184
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,164247
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 6,Departure,International,4642
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,201931
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 7,Arrival,International,20459
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,192402
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 7,Departure,International,29241
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,92232
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4066
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,91091
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Terminal 8,Departure,International,3833
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5102
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,417811
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4051
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,315247
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,24
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,218
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,312085
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,309153
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,76069
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 2,Arrival,International,117971
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,73613
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 2,Departure,International,127961
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,128747
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 3,Arrival,International,14235
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,126670
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 3,Departure,International,45546
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,311103
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 4,Arrival,International,29006
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,310063
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 4,Departure,International,32632
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,130776
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 5,Arrival,International,6938
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,132956
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 5,Departure,International,20743
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,148483
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 6,Arrival,International,368
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,148828
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 6,Departure,International,4183
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,188975
